name,week,manager,position,roster_position,points,2-PT,Blk Kick,FG 0-19,FG 20-29,FG 30-39,FG 40-49,FG 50+,Fum Lost,Fum Rec,Fum Ret TD,Int,PAT Made,Pass TD,Pass Yds,Pts Allow,Pts Allow 0,Pts Allow 1-6,Pts Allow 14-20,Pts Allow 21-27,Pts Allow 28-34,Pts Allow 35+,Pts Allow 7-13,Rec,Rec TD,Rec Yds,Ret TD,Rush Att,Rush TD,Rush Yds,Sack,Safe,TD,Targets,XPR
Travis Kelce,3,Steve-Dave,TE,TE,13.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,7,0,104,0,0,0,0,,,,11,
Chase Edmonds,3,Steve-Dave,RB,W/R/T,11.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,7,0,49,0,11,0,26,,,,8,
Allen Lazard,3,Steve-Dave,WR,BN,4.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,1,0,42,0,0,0,0,,,,1,
Justin Fields,3,Steve-Dave,QB,BN,3.92,0,,,,,,,0,,0,0,,0,68,,,,,,,,,0,0,0,0,3,0,12,,,,0,
Mike Williams,3,Steve-Dave,WR,BN,29.7,1,,,,,,,0,,0,0,,0,0,,,,,,,,,7,2,122,0,0,0,0,,,,9,
Marquez Callaway,3,Steve-Dave,WR,BN,12.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,1,41,0,0,0,0,,,,5,
Rashaad Penny,3,Steve-Dave,RB,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Evan Engram,3,Steve-Dave,TE,BN,1.1,0,,,,,,,1,,0,0,,0,0,,,,,,,,,2,0,21,0,0,0,0,,,,6,
Matt Prater,3,Steve-Dave,K,K,7.0,,,0,0,1,0,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,
Carolina,3,Steve-Dave,DEF,DEF,8.0,,0,,,,,,,0,,0,,,,9,0,0,0,0,0,0,1,,,,0,,,,4,0,0,,0
Tom Brady,3,Joel Gitar,QB,QB,28.68,0,,,,,,,0,,0,0,,1,432,,,,,,,,,0,0,0,0,3,1,14,,,,0,
DK Metcalf,3,Joel Gitar,WR,WR,19.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,1,107,0,0,0,0,,,,9,
Terry McLaurin,3,Joel Gitar,WR,WR,8.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,62,0,0,0,0,,,,7,
Najee Harris,3,Joel Gitar,RB,RB,21.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,14,0,102,0,14,0,40,,,,19,
Melvin Gordon III,3,Joel Gitar,RB,RB,14.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,1,0,21,0,18,1,60,,,,2,
Rob Gronkowski,3,Joel Gitar,TE,TE,7.5,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,55,0,0,0,0,,,,8,
JuJu Smith-Schuster,3,Joel Gitar,WR,W/R/T,4.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,25,0,0,0,0,,,,4,
Kyle Pitts,3,Joel Gitar,TE,BN,4.5,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,35,0,0,0,0,,,,3,
Dalvin Cook,3,Joel Gitar,RB,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Tyler Boyd,3,Joel Gitar,WR,BN,11.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,1,36,0,0,0,0,,,,6,
Josh Jacobs,3,Joel Gitar,RB,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Baker Mayfield,3,Joel Gitar,QB,BN,16.94,0,,,,,,,0,,0,0,,1,246,,,,,,,,,0,0,0,0,4,0,31,,,,0,
Henry Ruggs III,3,Joel Gitar,WR,BN,10.5,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,78,0,1,0,7,,,,7,
Matt Gay,3,Joel Gitar,K,K,11.0,,,0,1,0,1,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,
Denver,3,Joel Gitar,DEF,DEF,19.0,,0,,,,,,,0,,2,,,,0,1,0,0,0,0,0,0,,,,0,,,,5,0,0,,0
Lamar Jackson,3,Collin,QB,QB,20.28,0,,,,,,,0,,0,1,,1,287,,,,,,,,,0,0,0,0,7,0,58,,,,0,
Brandin Cooks,3,Collin,WR,WR,16.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,9,0,112,0,1,0,5,,,,11,
Marvin Jones Jr.,3,Collin,WR,WR,9.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,0,62,0,0,0,0,,,,8,
Ezekiel Elliott,3,Collin,RB,RB,25.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,21,0,17,2,95,,,,3,
Clyde Edwards-Helaire,3,Collin,RB,RB,15.9,0,,,,,,,1,,0,0,,0,0,,,,,,,,,2,1,9,0,17,0,100,,,,2,
George Kittle,3,Collin,TE,TE,13.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,7,0,92,0,1,0,9,,,,9,
Keenan Allen,3,Collin,WR,W/R/T,15.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,8,1,50,0,0,0,0,,,,12,
Sterling Shepard,3,Collin,WR,BN,2.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,16,0,0,0,0,,,,3,
Diontae Johnson,3,Collin,WR,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Javonte Williams,3,Collin,RB,BN,11.7,0,,,,,,,1,,0,0,,0,0,,,,,,,,,3,0,33,0,12,1,29,,,,4,
Ja'Marr Chase,3,Collin,WR,BN,20.5,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,2,65,0,0,0,0,,,,5,
Joe Burrow,3,Collin,QB,BN,18.58,0,,,,,,,0,,0,1,,3,172,,,,,,,,,0,0,0,0,5,0,7,,,,0,
Sony Michel,3,Collin,RB,BN,9.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,12,0,20,0,67,,,,4,
Daniel Carlson,3,Collin,K,K,13.0,,,0,1,1,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,
New Orleans,3,Collin,DEF,DEF,20.0,,1,,,,,,,0,,3,,,,13,0,0,0,0,0,0,1,,,,0,,,,2,0,1,,0
Michael Gallup,3,Collin,WR,IR,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Justin Herbert,3,Alex,QB,QB,30.84,1,,,,,,,0,,0,0,,4,281,,,,,,,,,0,0,0,0,4,0,16,,,,0,
Davante Adams,3,Alex,WR,WR,25.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,12,1,132,0,0,0,0,,,,18,
Justin Jefferson,3,Alex,WR,WR,22.3,0,,,,,,,0,,0,0,,0,0,,,,,,,,,9,1,118,0,0,0,0,,,,11,
Derrick Henry,3,Alex,RB,RB,17.9,1,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,31,0,28,0,113,,,,3,
James Robinson,3,Alex,RB,RB,22.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,0,46,0,15,1,88,,,,6,
Jonnu Smith,3,Alex,TE,TE,0.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,1,0,4,0,0,0,0,,,,6,
DJ Moore,3,Alex,WR,W/R/T,16.5,0,,,,,,,0,,0,0,,0,0,,,,,,,,,8,0,126,0,1,0,-1,,,,12,
Courtland Sutton,3,Alex,WR,BN,6.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,0,37,0,0,0,0,,,,5,
Ryan Fitzpatrick,3,Alex,QB,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Kenyan Drake,3,Alex,RB,BN,7.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,33,0,8,0,24,,,,6,
DeVonta Smith,3,Alex,WR,BN,4.3,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,28,0,0,0,0,,,,6,
Hunter Henry,3,Alex,TE,BN,6.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,0,36,0,0,0,0,,,,6,
Justin Jackson,3,Alex,RB,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,2,0,0,,,,0,
Robbie Gould,3,Alex,K,K,4.0,,,0,0,0,0,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,
Arizona,3,Alex,DEF,DEF,21.0,,0,,,,,,,2,,2,,,,13,0,0,0,0,0,0,1,,,,0,,,,3,0,1,,0
Dak Prescott,3,Tony Smith,QB,QB,20.12,0,,,,,,,1,,0,0,,3,238,,,,,,,,,0,0,0,0,9,0,6,,,,0,
CeeDee Lamb,3,Tony Smith,WR,WR,8.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,66,0,1,0,-1,,,,3,
Calvin Ridley,3,Tony Smith,WR,WR,10.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,8,0,61,0,0,0,0,,,,11,
Aaron Jones,3,Tony Smith,RB,RB,16.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,14,0,19,1,82,,,,2,
Chris Carson,3,Tony Smith,RB,RB,15.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,2,0,12,1,80,,,,2,
Logan Thomas,3,Tony Smith,TE,TE,10.2,0,,,,,,,1,,0,0,,0,0,,,,,,,,,4,1,42,0,0,0,0,,,,4,
Miles Sanders,3,Tony Smith,RB,W/R/T,7.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,28,0,2,0,27,,,,4,
Robert Woods,3,Tony Smith,WR,BN,5.3,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,33,0,1,0,5,,,,6,
Deebo Samuel,3,Tony Smith,WR,BN,7.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,0,52,0,2,0,0,,,,10,
Aaron Rodgers,3,Tony Smith,QB,BN,18.54,0,,,,,,,0,,0,0,,2,261,,,,,,,,,1,0,-4,0,0,0,0,,,,1,
Dallas Goedert,3,Tony Smith,TE,BN,7.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,66,0,0,0,0,,,,4,
Jamaal Williams,3,Tony Smith,RB,BN,13.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,25,0,12,1,42,,,,2,
Michael Pittman Jr.,3,Tony Smith,WR,BN,10.3,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,0,68,0,1,0,5,,,,12,
Harrison Butker,3,Tony Smith,K,K,6.0,,,0,0,1,0,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh,3,Tony Smith,DEF,DEF,2.0,,0,,,,,,,0,,1,,,,24,0,0,0,1,0,0,0,,,,0,,,,0,0,0,,0
Russell Wilson,3,Samuel,QB,QB,16.62,0,,,,,,,0,,0,0,,1,298,,,,,,,,,0,0,0,0,3,0,7,,,,0,
Tyler Lockett,3,Samuel,WR,WR,5.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,31,0,0,0,0,,,,4,
Chase Claypool,3,Samuel,WR,WR,14.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,9,0,96,0,0,0,0,,,,15,
Austin Ekeler,3,Samuel,RB,RB,19.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,1,52,0,11,0,55,,,,6,
Mike Davis,3,Samuel,RB,RB,9.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,20,0,12,0,50,,,,4,
Darren Waller,3,Samuel,TE,TE,7.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,0,54,0,0,0,0,,,,7,
Damien Harris,3,Samuel,RB,W/R/T,2.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,-3,0,6,0,14,,,,2,
Tee Higgins,3,Samuel,WR,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Antonio Brown,3,Samuel,WR,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Myles Gaskin,3,Samuel,RB,BN,8.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,9,0,13,0,65,,,,6,
Jalen Hurts,3,Samuel,QB,BN,22.54,0,,,,,,,0,,0,2,,2,326,,,,,,,,,0,0,0,0,9,0,35,,,,0,
Jakobi Meyers,3,Samuel,WR,BN,13.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,9,0,94,0,0,0,0,,,,14,
Trey Sermon,3,Samuel,RB,BN,10.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,3,0,10,1,31,,,,3,
Justin Tucker,3,Samuel,K,K,17.0,,,0,0,2,0,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buffalo,3,Samuel,DEF,DEF,7.0,,0,,,,,,,1,,2,,,,21,0,0,0,1,0,0,0,,,,0,,,,1,0,0,,0
Patrick Mahomes,3,brandon,QB,QB,24.9,0,,,,,,,0,,0,2,,3,260,,,,,,,,,0,0,0,0,4,0,45,,,,0,
Chris Godwin,3,brandon,WR,WR,16.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,0,74,0,1,1,2,,,,7,
Allen Robinson II,3,brandon,WR,WR,3.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,27,0,0,0,0,,,,6,
Saquon Barkley,3,brandon,RB,RB,18.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,0,43,0,16,1,51,,,,7,
Tony Pollard,3,brandon,RB,RB,7.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,1,0,5,0,11,0,60,,,,1,
T.J. Hockenson,3,brandon,TE,TE,2.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,10,0,0,0,0,,,,2,
Kareem Hunt,3,brandon,RB,W/R/T,24.5,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,0,74,0,10,1,81,,,,7,
Eli Mitchell,3,brandon,RB,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Ronald Jones II,3,brandon,RB,BN,1.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,5,0,11,,,,0,
Gerald Everett,3,brandon,TE,BN,7.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,0,54,0,0,0,0,,,,5,
Kenny Golladay,3,brandon,WR,BN,8.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,64,0,0,0,0,,,,5,
Jameis Winston,3,brandon,QB,BN,13.52,0,,,,,,,0,,0,0,,2,128,,,,,,,,,0,0,0,0,5,0,4,,,,0,
Younghoe Koo,3,brandon,K,K,6.0,,,0,0,0,1,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,3,brandon,DEF,DEF,3.0,,0,,,,,,,0,,0,,,,24,0,0,0,1,0,0,0,,,,0,,,,3,0,0,,0
Jarvis Landry,3,brandon,WR,IR,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Josh Allen,4,Brimbry,QB,QB,21.02,0,,,,,,,0,,0,1,,2,248,,,,,,,,,0,0,0,0,6,0,41,,,,0,
Odell Beckham Jr.,4,Brimbry,WR,WR,4.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,27,0,1,0,4,,,,7,
Stefon Diggs,4,Brimbry,WR,WR,14.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,7,0,114,0,0,0,0,,,,10,
Jonathan Taylor,4,Brimbry,RB,RB,18.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,11,0,16,1,103,,,,3,
D'Andre Swift,4,Brimbry,RB,RB,6.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,33,0,8,0,16,,,,6,
Noah Fant,4,Brimbry,TE,TE,13.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,1,46,0,0,0,0,,,,10,
Jaylen Waddle,4,Brimbry,WR,W/R/T,4.8,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,33,0,0,0,0,,,,4,
Zack Moss,4,Brimbry,RB,BN,12.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,14,1,61,,,,1,
Tim Patrick,4,Brimbry,WR,BN,5.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,39,0,0,0,0,,,,6,
Marquise Brown,4,Brimbry,WR,BN,17.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,1,91,0,0,0,0,,,,5,
Ty'Son Williams,4,Brimbry,RB,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
A.J. Brown,4,Brimbry,WR,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Tyler Bass,4,Brimbry,K,K,16.0,,,0,3,1,0,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,
Cincinnati,4,Brimbry,DEF,DEF,1.0,,0,,,,,,,0,,0,,,,21,0,0,0,1,0,0,0,,,,0,,,,1,0,0,,0
Tampa Bay,4,Brimbry,DEF,BN,9.0,,0,,,,,,,1,,1,,,,17,0,0,1,0,0,0,0,,,,0,,,,4,0,0,,0
Jerry Jeudy,4,Brimbry,WR,IR,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Tom Brady,4,Joel Gitar,QB,QB,11.06,0,,,,,,,0,,0,0,,0,269,,,,,,,,,0,0,0,0,4,0,3,,,,0,
DK Metcalf,4,Joel Gitar,WR,WR,14.5,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,1,65,0,0,0,0,,,,8,
Terry McLaurin,4,Joel Gitar,WR,WR,27.3,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,2,123,0,0,0,0,,,,13,
Najee Harris,4,Joel Gitar,RB,RB,18.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,0,29,0,15,1,62,,,,7,
Dalvin Cook,4,Joel Gitar,RB,RB,5.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,10,0,9,0,34,,,,6,
Kyle Pitts,4,Joel Gitar,TE,TE,7.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,50,0,0,0,0,,,,9,
Tyler Boyd,4,Joel Gitar,WR,W/R/T,16.3,0,,,,,,,0,,0,0,,0,0,,,,,,,,,9,0,118,0,0,0,0,,,,11,
Melvin Gordon III,4,Joel Gitar,RB,BN,7.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,11,0,9,0,56,,,,4,
JuJu Smith-Schuster,4,Joel Gitar,WR,BN,2.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,11,0,0,0,0,,,,8,
Baker Mayfield,4,Joel Gitar,QB,BN,9.3,1,,,,,,,0,,0,0,,0,155,,,,,,,,,0,0,0,0,2,0,11,,,,0,
Henry Ruggs III,4,Joel Gitar,WR,BN,7.5,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,60,0,0,0,0,,,,6,
Josh Jacobs,4,Joel Gitar,RB,BN,8.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,0,17,0,13,0,40,,,,5,
Mike Gesicki,4,Joel Gitar,TE,BN,14.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,1,57,0,0,0,0,,,,6,
Matt Gay,4,Joel Gitar,K,K,9.0,,,0,1,0,1,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Denver,4,Joel Gitar,DEF,DEF,3.0,,0,,,,,,,0,,0,,,,23,0,0,0,1,0,0,0,,,,0,,,,3,0,0,,0
Rob Gronkowski,4,Joel Gitar,TE,IR,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Kyler Murray,4,David,QB,QB,22.62,0,,,,,,,0,,0,0,,2,268,,,,,,,,,0,0,0,0,6,0,39,,,,0,
DeAndre Hopkins,4,David,WR,WR,8.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,67,0,0,0,0,,,,7,
Corey Davis,4,David,WR,WR,19.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,1,111,0,0,0,0,,,,7,
Joe Mixon,4,David,RB,RB,13.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,1,0,0,0,16,1,67,,,,2,
Antonio Gibson,4,David,RB,RB,14.5,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,12,0,14,1,63,,,,2,
Dawson Knox,4,David,TE,TE,18.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,2,37,0,0,0,0,,,,8,
Chuba Hubbard,4,David,RB,W/R/T,8.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,14,0,13,0,57,,,,2,
Tyler Higbee,4,David,TE,BN,5.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,36,0,0,0,0,,,,6,
Amari Cooper,4,David,WR,BN,14.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,1,69,0,0,0,0,,,,3,
Darrell Henderson Jr.,4,David,RB,BN,14.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,0,27,0,14,0,89,,,,6,
Brandon Aiyuk,4,David,WR,BN,2.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,1,0,15,0,0,0,0,,,,3,
Alexander Mattison,4,David,RB,BN,2.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,10,0,20,,,,0,
Cordarrelle Patterson,4,David,WR,BN,32.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,3,82,0,6,0,34,,,,6,
Greg Zuerlein,4,David,K,K,6.0,,,0,0,1,0,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Chicago,4,David,DEF,DEF,9.0,,0,,,,,,,2,,0,,,,14,0,0,1,0,0,0,0,,,,0,,,,4,0,0,,0
James White,4,David,RB,IR,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Michael Thomas,4,David,WR,IR,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Ryan Tannehill,4,David,QB,QB,18.82,1,,,,,,,0,,0,0,,1,298,,,,,,,,,0,0,0,0,3,0,9,,,,0,
Tyreek Hill,4,David,WR,WR,42.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,11,3,186,0,0,0,0,,,,12,
Mike Evans,4,David,WR,WR,11.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,7,0,75,0,0,0,0,,,,12,
Alvin Kamara,4,David,RB,RB,12.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,26,0,120,,,,0,
David Montgomery,4,David,RB,RB,22.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,23,2,106,,,,0,
Mark Andrews,4,David,TE,TE,9.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,0,67,0,0,0,0,,,,8,
Leonard Fournette,4,David,RB,W/R/T,15.3,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,47,0,20,0,91,,,,5,
Julio Jones,4,David,WR,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Will Fuller V,4,David,WR,BN,1.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,1,0,6,0,0,0,0,,,,2,
James Conner,4,David,RB,BN,19.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,16,0,18,2,50,,,,2,
Matt Ryan,4,David,QB,BN,29.02,0,,,,,,,0,,0,0,,4,283,,,,,,,,,0,0,0,0,1,0,17,,,,0,
Jared Cook,4,David,TE,BN,16.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,1,70,0,0,0,0,,,,7,
Devonta Freeman,4,David,RB,BN,0.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,1,0,4,,,,0,
Ryan Succop,4,David,K,K,15.0,,,0,2,0,2,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,
San Francisco,4,David,DEF,DEF,2.0,,0,,,,,,,0,,0,,,,28,0,0,0,0,1,0,0,,,,0,,,,3,0,0,,0
Matthew Stafford,4,Steve-Dave,QB,QB,20.3,0,,,,,,,0,,0,1,,2,280,,,,,,,,,0,0,0,0,6,0,21,,,,0,
Cooper Kupp,4,Steve-Dave,WR,WR,8.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,0,64,0,0,0,0,,,,13,
Adam Thielen,4,Steve-Dave,WR,WR,6.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,46,0,0,0,0,,,,8,
Nick Chubb,4,Steve-Dave,RB,RB,11.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,1,0,5,0,21,0,100,,,,1,
Chase Edmonds,4,Steve-Dave,RB,RB,15.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,19,0,12,0,120,,,,5,
Travis Kelce,4,Steve-Dave,TE,TE,4.3,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,23,0,0,0,0,,,,6,
Mike Williams,4,Steve-Dave,WR,W/R/T,1.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,1,0,11,0,0,0,0,,,,4,
Christian McCaffrey,4,Steve-Dave,RB,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Justin Fields,4,Steve-Dave,QB,BN,8.26,0,,,,,,,0,,0,1,,0,209,,,,,,,,,0,0,0,0,3,0,9,,,,0,
Marquez Callaway,4,Steve-Dave,WR,BN,8.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,74,0,0,0,0,,,,2,
Evan Engram,4,Steve-Dave,TE,BN,4.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,0,27,0,1,0,-3,,,,6,
Le'Veon Bell,4,Steve-Dave,RB,BN,1.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,4,0,11,,,,1,
Cole Beasley,4,Steve-Dave,WR,BN,2.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,16,0,0,0,0,,,,2,
Matt Prater,4,Steve-Dave,K,K,15.0,,,0,2,0,0,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,
Tennessee,4,Steve-Dave,DEF,DEF,3.0,,0,,,,,,,0,,1,,,,27,0,0,0,1,0,0,0,,,,0,,,,1,0,0,,0
Rashaad Penny,4,Steve-Dave,RB,IR,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Patrick Mahomes,4,brandon,QB,QB,32.72,0,,,,,,,0,,0,1,,5,278,,,,,,,,,0,0,0,0,5,0,26,,,,0,
Chris Godwin,4,brandon,WR,WR,7.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,55,0,0,0,0,,,,5,
Allen Robinson II,4,brandon,WR,WR,7.8,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,63,0,0,0,0,,,,3,
Saquon Barkley,4,brandon,RB,RB,27.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,1,74,0,13,1,52,,,,6,
Kareem Hunt,4,brandon,RB,RB,15.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,17,0,14,1,69,,,,4,
